Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 56680,146,,,38,0,16,26042,56680
ZCTA5 56681,274,,,68,7,11,25703,56681
ZCTA5 56683,708,,,252,0,41,31583,56683
ZCTA5 56684,320,,,93,0,13,30104,56684
ZCTA5 56685,95,,,24,0,3,14722,56685
ZCTA5 56686,901,,,337,0,50,27188,56686
ZCTA5 56687,55,,,26,0,0,30938,56687
ZCTA5 56688,137,,,21,0,5,24000,56688
ZCTA5 56701,13019,,,5728,30,308,34105,56701
ZCTA5 56710,607,,,262,0,12,31181,56710
ZCTA5 56713,1026,,,431,6,41,31076,56713
ZCTA5 56714,1217,,,472,0,54,31188,56714
ZCTA5 56715,325,,,119,0,4,32500,56715
ZCTA5 56716,9274,,,3630,33,446,30122,56716
ZCTA5 56721,10180,,,4310,68,219,34310,56721
ZCTA5 56722,341,,,153,0,0,33036,56722
ZCTA5 56723,925,,,428,1,16,42337,56723
ZCTA5 56724,148,,,63,0,5,26250,56724
ZCTA5 56725,973,,,380,13,30,31971,56725
ZCTA5 56726,1760,,,690,5,96,31762,56726
ZCTA5 56727,657,,,194,1,48,30926,56727
ZCTA5 56728,1455,,,617,15,85,41055,56728
ZCTA5 56729,119,,,44,0,2,24500,56729
ZCTA5 56731,74,,,20,0,9,31250,56731
ZCTA5 56732,1102,,,377,0,36,25625,56732
ZCTA5 56733,356,,,177,0,13,38854,56733
ZCTA5 56734,463,,,147,0,14,22647,56734
ZCTA5 56735,742,,,234,3,39,35795,56735
ZCTA5 56736,992,,,356,0,16,30000,56736
ZCTA5 56737,837,,,280,1,53,26118,56737
ZCTA5 56738,1453,,,648,0,64,35461,56738
ZCTA5 56742,947,,,329,0,54,29265,56742
ZCTA5 56744,504,,,216,0,37,31944,56744
ZCTA5 56748,688,,,294,0,15,34375,56748
ZCTA5 56750,2300,,,929,4,47,34430,56750
ZCTA5 56751,5536,,,2242,11,131,32073,56751
ZCTA5 56754,572,,,259,3,15,36833,56754
ZCTA5 56755,86,,,29,0,1,41500,56755
ZCTA5 56756,721,,,341,0,10,30917,56756
ZCTA5 56757,870,,,331,0,46,31938,56757
ZCTA5 56758,374,,,128,0,14,25446,56758
ZCTA5 56759,254,,,88,0,13,26250,56759
ZCTA5 56760,337,,,161,0,36,32031,56760
ZCTA5 56761,443,,,175,6,26,31538,56761
ZCTA5 56762,2587,,,991,3,81,31989,56762
ZCTA5 56763,5157,,,2017,12,154,31912,56763
ZCTA5 57001,1581,,,544,0,58,30000,57001
ZCTA5 57002,1078,,,425,0,36,39539,57002
ZCTA5 57003,2071,,,946,11,68,42500,57003
ZCTA5 57004,3722,,,1662,0,141,35006,57004
ZCTA5 57005,11560,,,5486,12,410,41731,57005
ZCTA5 57006,26315,,,11432,40,622,31569,57006
ZCTA5 57010,399,,,146,0,7,33269,57010
ZCTA5 57012,1198,,,497,0,29,33333,57012
ZCTA5 57013,5046,,,2342,0,145,28492,57013
ZCTA5 57014,1408,,,526,0,46,30045,57014
ZCTA5 57015,824,,,361,0,3,42371,57015
ZCTA5 57016,756,,,290,0,36,39438,57016
ZCTA5 57017,1464,,,666,0,88,37838,57017
ZCTA5 57018,1455,,,599,0,85,33611,57018
ZCTA5 57020,1479,,,692,0,60,43516,57020
ZCTA5 57021,210,,,87,0,6,46838,57021
ZCTA5 57022,4831,,,2183,0,230,34758,57022
ZCTA5 57024,488,,,150,0,6,34844,57024
ZCTA5 57025,2986,,,1169,0,74,35673,57025
ZCTA5 57026,1198,,,555,0,34,35500,57026
ZCTA5 57027,112,,,62,0,6,31875,57027
ZCTA5 57028,3504,,,1206,0,85,26755,57028
ZCTA5 57029,2206,,,772,0,106,28920,57029
ZCTA5 57030,2898,,,1359,0,132,36597,57030
ZCTA5 57031,801,,,407,0,31,39457,57031
ZCTA5 57032,8066,,,4085,0,164,41243,57032
ZCTA5 57033,5467,,,2720,0,96,39219,57033
ZCTA5 57034,830,,,422,0,56,38578,57034
ZCTA5 57035,1154,,,526,0,26,35167,57035
ZCTA5 57036,632,,,281,0,56,29310,57036
ZCTA5 57037,1023,,,322,1,73,30909,57037
ZCTA5 57038,1580,,,705,0,30,50250,57038
ZCTA5 57039,3561,,,1590,0,40,32258,57039
ZCTA5 57040,343,,,132,0,18,30536,57040
ZCTA5 57041,95,,,33,0,0,54259,57041
ZCTA5 57042,9338,,,4120,12,229,30111,57042
ZCTA5 57043,1339,,,511,0,66,27151,57043
ZCTA5 57045,1117,,,360,0,37,25266,57045
ZCTA5 57046,870,,,459,0,58,29643,57046
ZCTA5 57047,241,,,98,0,4,31625,57047
ZCTA5 57048,1182,,,479,0,20,30900,57048
ZCTA5 57049,6399,,,3209,7,142,42862,57049
ZCTA5 57051,260,,,92,0,12,30536,57051
ZCTA5 57052,366,,,85,0,24,31250,57052
ZCTA5 57053,1774,,,756,0,60,36486,57053
ZCTA5 57054,495,,,188,0,44,34837,57054
ZCTA5 57055,1231,,,514,0,69,37188,57055
ZCTA5 57057,222,,,81,0,4,34554,57057
ZCTA5 57058,2048,,,860,25,71,28933,57058
ZCTA5 57059,1243,,,459,0,124,30250,57059
ZCTA5 57061,74,,,32,0,0,22000,57061
ZCTA5 57062,2334,,,335,0,34,12450,57062
ZCTA5 57063,912,,,367,0,75,33333,57063
ZCTA5 57064,6393,,,3060,0,100,44058,57064
ZCTA5 57065,360,,,139,2,24,34063,57065
ZCTA5 57066,1592,,,662,0,49,29045,57066
ZCTA5 57067,459,,,155,0,19,33214,57067
ZCTA5 57068,1444,,,700,0,36,35224,57068
ZCTA5 57069,11970,,,4197,49,352,30094,57069
ZCTA5 57070,1537,,,536,4,28,26165,57070
ZCTA5 57071,3079,,,1335,0,215,37135,57071
ZCTA5 57072,556,,,275,0,16,35781,57072
ZCTA5 57073,746,,,224,0,57,29643,57073
ZCTA5 57075,1093,,,410,0,58,41686,57075
ZCTA5 57076,373,,,166,0,83,31797,57076
ZCTA5 57077,1643,,,732,0,35,33427,57077
ZCTA5 57078,19107,,,7688,107,316,29679,57078
ZCTA5 57103,36033,,,16029,260,572,32683,57103
ZCTA5 57104,26046,,,10910,293,276,28322,57104
ZCTA5 57105,22501,,,10755,79,436,32374,57105
ZCTA5 57106,46442,,,22547,149,462,37895,57106
ZCTA5 57107,10102,,,5051,19,271,34657,57107
ZCTA5 57108,22449,,,10134,0,651,47352,57108
ZCTA5 57110,17125,,,7983,44,572,35842,57110
ZCTA5 57197,936,,,233,4,23,5274,57197
ZCTA5 57201,25277,,,11628,64,648,32061,57201
ZCTA5 57212,2049,,,829,0,81,36008,57212
ZCTA5 57213,738,,,232,0,37,27986,57213
ZCTA5 57214,48,,,23,0,1,27083,57214
ZCTA5 57216,1081,,,499,1,36,32902,57216
ZCTA5 57217,243,,,71,0,13,30938,57217
ZCTA5 57218,358,,,110,0,23,38083,57218
ZCTA5 57219,472,,,162,0,42,31696,57219
ZCTA5 57220,745,,,312,0,38,37806,57220
ZCTA5 57221,742,,,224,0,11,28182,57221
ZCTA5 57223,1245,,,525,0,56,39274,57223
ZCTA5 57224,178,,,70,0,11,32000,57224
ZCTA5 57225,1906,,,664,0,93,26360,57225
ZCTA5 57226,1900,,,761,0,117,32672,57226
ZCTA5 57227,309,,,83,0,29,25395,57227
ZCTA5 57231,1640,,,605,0,52,34219,57231
ZCTA5 57232,288,,,112,0,28,29333,57232
ZCTA5 57233,152,,,39,0,14,32222,57233
ZCTA5 57234,1352,,,458,0,53,33015,57234
ZCTA5 57235,897,,,363,0,34,34911,57235
ZCTA5 57236,138,,,58,0,31,26250,57236
ZCTA5 57237,705,,,263,0,28,24100,57237
ZCTA5 57238,534,,,215,0,32,28365,57238
ZCTA5 57239,226,,,72,0,21,25333,57239
ZCTA5 57241,1210,,,420,0,42,32727,57241
ZCTA5 57242,405,,,146,0,32,24063,57242
ZCTA5 57243,780,,,318,0,41,35659,57243
ZCTA5 57245,176,,,79,0,7,32031,57245
ZCTA5 57246,195,,,96,0,12,36250,57246
ZCTA5 57247,295,,,120,0,41,41339,57247
ZCTA5 57248,971,,,254,0,92,31417,57248
ZCTA5 57249,831,,,317,0,45,31296,57249
ZCTA5 57251,173,,,79,0,5,30104,57251
ZCTA5 57252,4807,,,1937,0,74,29900,57252
ZCTA5 57255,323,,,133,0,15,28077,57255
ZCTA5 57256,102,,,19,0,7,26250,57256
ZCTA5 57257,655,,,236,0,9,23333,57257
ZCTA5 57258,124,,,18,0,4,22500,57258
ZCTA5 57259,432,,,114,2,45,31719,57259
ZCTA5 57260,910,,,386,2,32,32432,57260
ZCTA5 57261,415,,,119,0,68,35880,57261
ZCTA5 57262,5693,,,1689,26,100,23655,57262
ZCTA5 57263,417,,,187,0,32,35000,57263
ZCTA5 57264,289,,,88,0,15,40313,57264
ZCTA5 57265,188,,,51,0,14,33309,57265
ZCTA5 57266,609,,,230,4,10,28947,57266
ZCTA5 57268,456,,,157,0,15,39688,57268
ZCTA5 57269,290,,,132,0,2,34323,57269
ZCTA5 57270,939,,,202,0,75,23250,57270
ZCTA5 57271,286,,,54,0,6,47981,57271
ZCTA5 57272,272,,,56,0,49,36591,57272
ZCTA5 57273,1164,,,272,8,36,24007,57273
ZCTA5 57274,2589,,,1089,0,93,28875,57274
ZCTA5 57276,1275,,,435,0,66,30988,57276
ZCTA5 57278,816,,,266,0,37,28571,57278
ZCTA5 57279,1155,,,447,0,31,28487,57279
ZCTA5 57301,18465,,,8128,149,277,30967,57301
ZCTA5 57311,1607,,,530,3,89,31404,57311
ZCTA5 57312,620,,,226,0,3,30703,57312
ZCTA5 57313,1285,,,503,5,73,26516,57313
ZCTA5 57314,787,,,266,0,111,30724,57314
ZCTA5 57315,1118,,,376,0,62,31523,57315
ZCTA5 57317,652,,,187,0,32,26250,57317
ZCTA5 57319,782,,,300,0,74,33313,57319
ZCTA5 57321,456,,,169,0,31,34583,57321
ZCTA5 57322,413,,,96,0,46,19228,57322
ZCTA5 57323,220,,,90,0,17,35417,57323
ZCTA5 57324,345,,,196,0,20,32316,57324
ZCTA5 57325,3112,,,1290,49,73,27806,57325
ZCTA5 57328,1114,,,389,0,62,31726,57328
ZCTA5 57329,313,,,140,0,7,30917,57329
ZCTA5 57330,468,,,166,0,43,31838,57330
ZCTA5 57331,429,,,159,0,37,37946,57331
ZCTA5 57332,904,,,333,0,33,24803,57332
ZCTA5 57334,969,,,345,0,120,31682,57334
ZCTA5 57335,283,,,124,0,3,24000,57335
ZCTA5 57337,165,,,49,0,10,25357,57337
ZCTA5 57339,1605,,,336,0,8,15141,57339
ZCTA5 57340,327,,,111,0,6,30156,57340
ZCTA5 57341,108,,,38,0,7,30156,57341
ZCTA5 57342,587,,,241,0,9,31250,57342
ZCTA5 57344,154,,,36,0,3,16518,57344
ZCTA5 57345,1154,,,377,3,74,31679,57345
ZCTA5 57346,62,,,25,0,0,33500,57346
ZCTA5 57348,586,,,222,0,38,35625,57348
ZCTA5 57349,1449,,,545,0,52,29948,57349
ZCTA5 57350,15604,,,6215,131,199,30796,57350
ZCTA5 57353,800,,,346,0,32,31541,57353
ZCTA5 57355,1165,,,423,7,62,27917,57355
ZCTA5 57356,1960,,,466,5,52,21813,57356
ZCTA5 57358,35,,,21,0,0,37188,57358
ZCTA5 57359,848,,,339,0,53,31458,57359
ZCTA5 57361,216,,,24,0,0,13438,57361
ZCTA5 57362,2072,,,821,8,148,30666,57362
ZCTA5 57363,995,,,398,3,64,32625,57363
ZCTA5 57365,575,,,223,0,38,32279,57365
ZCTA5 57366,2435,,,935,0,151,30802,57366
ZCTA5 57367,232,,,83,6,3,37750,57367
ZCTA5 57368,1167,,,447,0,40,32880,57368
ZCTA5 57369,2515,,,892,0,127,24472,57369
ZCTA5 57370,761,,,320,7,46,22469,57370
ZCTA5 57371,163,,,57,0,14,27813,57371
ZCTA5 57373,509,,,214,0,18,37813,57373
ZCTA5 57374,293,,,123,0,29,32625,57374
ZCTA5 57375,657,,,221,0,53,30444,57375
ZCTA5 57376,970,,,314,0,51,25208,57376
ZCTA5 57379,83,,,35,0,5,24063,57379
ZCTA5 57380,3905,,,1061,3,113,21414,57380
ZCTA5 57381,509,,,160,0,40,35481,57381
ZCTA5 57382,1376,,,461,7,37,26742,57382
ZCTA5 57383,799,,,297,0,33,31213,57383
ZCTA5 57384,913,,,446,0,24,41106,57384
ZCTA5 57385,1086,,,475,0,33,25556,57385
ZCTA5 57386,224,,,47,0,22,30536,57386
ZCTA5 57401,32900,,,14464,43,782,33775,57401
ZCTA5 57420,68,,,22,0,0,40536,57420
ZCTA5 57421,129,,,64,0,19,54886,57421
ZCTA5 57422,249,,,88,0,23,24625,57422
ZCTA5 57424,249,,,77,0,11,28250,57424
ZCTA5 57427,775,,,386,0,0,40518,57427
ZCTA5 57428,695,,,227,0,37,26607,57428
ZCTA5 57429,82,,,31,0,17,31094,57429
ZCTA5 57430,2455,,,1081,0,61,31456,57430
ZCTA5 57432,391,,,154,0,27,35984,57432
ZCTA5 57433,231,,,89,0,3,33636,57433
ZCTA5 57434,441,,,154,0,63,39635,57434
ZCTA5 57435,245,,,69,0,20,22788,57435
ZCTA5 57436,459,,,193,0,10,32813,57436
ZCTA5 57437,1380,,,496,0,60,21506,57437
ZCTA5 57438,1554,,,506,0,57,30994,57438
ZCTA5 57440,622,,,129,0,41,28487,57440
ZCTA5 57441,535,,,192,0,30,31417,57441
ZCTA5 57442,1801,,,714,0,76,29322,57442
ZCTA5 57445,1985,,,797,0,70,38583,57445
ZCTA5 57446,398,,,125,0,2,39375,57446
ZCTA5 57448,496,,,144,0,69,27031,57448
ZCTA5 57449,195,,,23,0,8,61184,57449
ZCTA5 57450,574,,,160,0,64,26894,57450
ZCTA5 57451,2117,,,936,0,65,36720,57451
ZCTA5 57452,271,,,104,0,2,27313,57452
ZCTA5 57454,618,,,273,0,35,26635,57454
ZCTA5 57455,88,,,33,0,0,26316,57455
ZCTA5 57456,816,,,222,0,97,28629,57456
ZCTA5 57457,92,,,21,0,10,55938,57457
ZCTA5 57460,362,,,178,0,18,29688,57460
ZCTA5 57461,336,,,102,0,43,26250,57461
ZCTA5 57465,319,,,98,0,34,32500,57465
ZCTA5 57466,226,,,57,0,30,40278,57466
ZCTA5 57467,302,,,100,0,22,26250,57467
ZCTA5 57469,3480,,,1457,0,119,31615,57469
ZCTA5 57470,94,,,25,0,2,32344,57470
ZCTA5 57471,585,,,171,0,29,30179,57471
ZCTA5 57472,1039,,,343,0,50,28000,57472
ZCTA5 57473,127,,,48,0,8,20455,57473
ZCTA5 57474,215,,,99,0,15,25341,57474
ZCTA5 57475,94,,,17,0,3,24125,57475
ZCTA5 57476,424,,,172,0,15,36339,57476
ZCTA5 57477,166,,,43,0,15,23125,57477
ZCTA5 57479,549,,,279,0,31,46071,57479
ZCTA5 57481,464,,,129,0,7,36518,57481
ZCTA5 57501,16876,,,7455,77,236,40477,57501
ZCTA5 57520,97,,,38,0,3,26625,57520
ZCTA5 57521,175,,,46,0,2,30417,57521
ZCTA5 57522,552,,,185,1,10,35156,57522
ZCTA5 57523,947,,,380,0,7,26818,57523
ZCTA5 57528,851,,,326,0,14,27414,57528
ZCTA5 57529,384,,,136,0,5,20800,57529
ZCTA5 57531,115,,,45,0,3,30500,57531
ZCTA5 57532,2946,,,1346,24,76,36969,57532
ZCTA5 57533,1939,,,752,0,62,23494,57533
ZCTA5 57534,302,,,147,0,0,63194,57534
ZCTA5 57536,359,,,75,0,29,35156,57536
ZCTA5 57537,105,,,7,0,25,36000,57537
ZCTA5 57538,240,,,74,0,5,20833,57538
ZCTA5 57541,208,,,72,0,0,24625,57541
ZCTA5 57543,883,,,256,0,20,26417,57543
ZCTA5 57544,506,,,192,0,6,33456,57544
ZCTA5 57547,133,,,20,0,30,20563,57547
ZCTA5 57548,1535,,,313,10,1,15313,57548
ZCTA5 57551,2308,,,642,3,79,25933,57551
ZCTA5 57552,612,,,147,0,56,19875,57552
ZCTA5 57553,97,,,12,0,26,14125,57553
ZCTA5 57555,4424,,,968,23,96,21577,57555
ZCTA5 57559,512,,,156,0,39,29250,57559
ZCTA5 57560,563,,,71,4,13,13875,57560
ZCTA5 57562,59,,,11,0,0,19250,57562
ZCTA5 57563,265,,,39,0,20,13700,57563
ZCTA5 57564,1030,,,395,0,43,41199,57564
ZCTA5 57566,1214,,,174,0,14,13846,57566
ZCTA5 57567,1483,,,533,0,100,25372,57567
ZCTA5 57568,665,,,315,0,59,34028,57568
ZCTA5 57569,267,,,100,1,4,22159,57569
ZCTA5 57570,2019,,,337,17,36,12554,57570
ZCTA5 57572,1854,,,271,10,6,13433,57572
ZCTA5 57574,159,,,20,0,0,28571,57574
ZCTA5 57576,199,,,91,0,10,31250,57576
ZCTA5 57577,1635,,,162,22,21,9949,57577
ZCTA5 57579,1318,,,315,0,22,16929,57579
ZCTA5 57580,3998,,,1708,0,123,28232,57580
ZCTA5 57584,57,,,23,0,3,29464,57584
ZCTA5 57585,155,,,41,0,8,19375,57585
ZCTA5 57601,3881,,,1526,27,36,30943,57601
ZCTA5 57620,485,,,155,0,43,30217,57620
ZCTA5 57621,370,,,52,0,4,9279,57621
ZCTA5 57622,440,,,55,0,27,10568,57622
ZCTA5 57623,1066,,,314,0,114,26875,57623
ZCTA5 57625,4410,,,1025,1,201,21624,57625
ZCTA5 57626,1060,,,215,0,150,25847,57626
ZCTA5 57630,29,,,16,0,5,24583,57630
ZCTA5 57631,421,,,124,0,15,33929,57631
ZCTA5 57632,634,,,219,0,30,30223,57632
ZCTA5 57633,427,,,119,0,73,35938,57633
ZCTA5 57634,183,,,36,0,43,18636,57634
ZCTA5 57636,208,,,40,0,16,25125,57636
ZCTA5 57638,1817,,,660,11,166,26196,57638
ZCTA5 57639,338,,,21,0,4,10729,57639
ZCTA5 57640,161,,,31,0,68,31786,57640
ZCTA5 57641,354,,,80,0,35,26250,57641
ZCTA5 57642,1997,,,364,7,102,17301,57642
ZCTA5 57644,224,,,47,0,98,36563,57644
ZCTA5 57645,170,,,38,0,28,29250,57645
ZCTA5 57646,278,,,48,0,36,39375,57646
ZCTA5 57648,304,,,113,0,17,31339,57648
ZCTA5 57649,245,,,67,0,38,29605,57649
ZCTA5 57650,30,,,0,0,24,34063,57650
ZCTA5 57651,129,,,35,0,41,21319,57651
ZCTA5 57652,423,,,57,3,29,15000,57652
ZCTA5 57656,849,,,286,0,75,27778,57656
ZCTA5 57657,230,,,63,0,67,35250,57657
ZCTA5 57658,379,,,69,0,11,14107,57658
ZCTA5 57660,103,,,37,0,25,31875,57660
ZCTA5 57661,94,,,35,0,0,25208,57661
ZCTA5 57701,45670,,,17472,255,904,26522,57701
ZCTA5 57702,34801,,,15210,19,837,36654,57702
ZCTA5 57703,16294,,,8002,0,228,30710,57703
ZCTA5 57706,3035,,,1711,0,18,27639,57706
ZCTA5 57714,810,,,71,0,9,12102,57714
ZCTA5 57716,507,,,126,9,10,29261,57716
ZCTA5 57717,8000,,,2950,0,206,26019,57717
ZCTA5 57718,7205,,,3116,0,239,35578,57718
ZCTA5 57719,8053,,,3499,16,93,27043,57719
ZCTA5 57720,726,,,243,0,78,37258,57720
ZCTA5 57722,210,,,16,0,25,25625,57722
ZCTA5 57724,233,,,50,0,4,22344,57724
ZCTA5 57725,273,,,80,0,61,22813,57725
ZCTA5 57730,5767,,,1699,15,148,32231,57730
ZCTA5 57732,2120,,,794,0,121,29617,57732
ZCTA5 57735,1232,,,323,9,42,25718,57735
ZCTA5 57738,117,,,67,0,1,41786,57738
ZCTA5 57744,2123,,,709,0,67,31819,57744
ZCTA5 57745,2240,,,950,5,85,29497,57745
ZCTA5 57747,5915,,,2030,10,279,28692,57747
ZCTA5 57748,392,,,45,0,58,34313,57748
ZCTA5 57750,224,,,65,0,40,27019,57750
ZCTA5 57751,1000,,,290,0,44,28708,57751
ZCTA5 57752,1755,,,331,0,15,17885,57752
ZCTA5 57754,3788,,,1578,30,48,29286,57754
ZCTA5 57756,698,,,89,0,0,14932,57756
ZCTA5 57759,527,,,51,0,59,17673,57759
ZCTA5 57760,1158,,,343,0,133,25361,57760
ZCTA5 57761,1457,,,537,0,77,35625,57761
ZCTA5 57762,647,,,134,0,72,16146,57762
ZCTA5 57763,280,,,49,0,42,31250,57763
ZCTA5 57764,2021,,,292,36,0,11315,57764
ZCTA5 57766,219,,,82,0,0,35000,57766
ZCTA5 57767,139,,,53,0,13,40769,57767
ZCTA5 57769,3976,,,1497,0,68,38603,57769
ZCTA5 57770,6266,,,1092,24,49,15950,57770
ZCTA5 57772,2571,,,283,19,38,10213,57772
ZCTA5 57773,188,,,107,0,0,35188,57773
ZCTA5 57775,271,,,66,0,68,35926,57775
ZCTA5 57779,191,,,0,0,37,21520,57779
ZCTA5 57780,46,,,27,0,16,20000,57780
ZCTA5 57782,39,,,6,0,0,52083,57782
ZCTA5 57783,15527,,,6443,10,288,29475,57783
ZCTA5 57785,9054,,,3690,0,302,30682,57785
ZCTA5 57787,429,,,147,0,104,25921,57787
ZCTA5 57788,402,,,167,0,26,31625,57788
ZCTA5 57790,1043,,,319,2,59,30341,57790
ZCTA5 57791,300,,,57,0,79,27045,57791
ZCTA5 57792,176,,,23,0,93,35329,57792
ZCTA5 57793,2318,,,673,0,130,26756,57793
ZCTA5 57794,489,,,0,0,0,6008,57794
ZCTA5 57799,684,,,192,0,6,4225,57799
ZCTA5 58001,29,,,16,0,0,45000,58001
ZCTA5 58002,37,,,15,0,0,36000,58002
ZCTA5 58004,253,,,111,0,27,47321,58004
ZCTA5 58005,920,,,445,0,17,52132,58005
ZCTA5 58006,423,,,130,0,22,40688,58006
ZCTA5 58007,103,,,46,0,7,35625,58007
ZCTA5 58008,209,,,90,0,5,49625,58008
ZCTA5 58009,12,,,0,0,0,42500,58009
ZCTA5 58011,446,,,153,0,31,32344,58011
ZCTA5 58012,2746,,,1253,0,63,40451,58012
ZCTA5 58013,130,,,27,0,38,31000,58013
ZCTA5 58015,255,,,121,0,15,35089,58015
ZCTA5 58016,119,,,37,0,13,38875,58016
ZCTA5 58017,277,,,93,0,18,31667,58017
ZCTA5 58018,366,,,140,0,39,52857,58018
ZCTA5 58021,433,,,141,0,35,34063,58021
ZCTA5 58027,1319,,,500,0,63,34135,58027
ZCTA5 58029,96,,,37,0,3,31875,58029
ZCTA5 58030,675,,,270,0,4,32143,58030
ZCTA5 58031,442,,,162,0,33,37132,58031
ZCTA5 58032,735,,,327,0,10,38182,58032
ZCTA5 58033,517,,,166,0,13,34250,58033
ZCTA5 58035,238,,,123,0,14,37250,58035
ZCTA5 58036,279,,,107,0,6,42361,58036
ZCTA5 58038,353,,,170,0,8,50398,58038
ZCTA5 58040,1142,,,488,4,37,46438,58040
ZCTA5 58041,1518,,,586,0,32,35815,58041
ZCTA5 58042,1317,,,659,0,23,52250,58042
ZCTA5 58043,144,,,39,0,2,37188,58043
ZCTA5 58045,2253,,,782,0,64,34950,58045
ZCTA5 58046,615,,,201,3,32,37417,58046
ZCTA5 58047,4107,,,1823,5,75,51250,58047
ZCTA5 58048,399,,,197,4,31,39519,58048
ZCTA5 58049,386,,,138,0,34,32391,58049
ZCTA5 58051,1850,,,732,0,110,50098,58051
ZCTA5 58052,531,,,204,0,24,39514,58052
ZCTA5 58053,1177,,,379,0,36,28493,58053
ZCTA5 58054,3055,,,1274,0,59,35959,58054
ZCTA5 58056,168,,,23,0,14,38036,58056
ZCTA5 58057,93,,,32,0,0,26000,58057
ZCTA5 58058,90,,,56,0,4,34688,58058
ZCTA5 58059,1348,,,574,0,64,43333,58059
ZCTA5 58060,1170,,,417,0,45,37878,58060
ZCTA5 58061,360,,,164,0,22,35972,58061
ZCTA5 58062,141,,,43,3,10,28125,58062
ZCTA5 58063,393,,,143,0,24,24438,58063
ZCTA5 58064,548,,,196,0,16,38500,58064
ZCTA5 58065,48,,,10,0,0,18281,58065
ZCTA5 58067,237,,,124,0,11,38750,58067
ZCTA5 58068,383,,,158,0,44,22604,58068
ZCTA5 58069,100,,,49,0,8,49063,58069
ZCTA5 58071,417,,,190,0,29,36250,58071
ZCTA5 58072,7587,,,3135,56,95,34022,58072
ZCTA5 58075,9231,,,4072,0,196,32770,58075
ZCTA5 58076,355,,,68,0,2,4083,58076
ZCTA5 58077,685,,,281,0,36,36705,58077
ZCTA5 58078,34969,,,16758,11,720,43233,58078
ZCTA5 58079,503,,,174,0,8,49028,58079
ZCTA5 58081,871,,,341,0,64,36940,58081
ZCTA5 58102,29911,,,13918,373,463,31587,58102
ZCTA5 58103,49344,,,23071,314,792,31399,58103
ZCTA5 58104,40832,,,22380,55,890,45149,58104
ZCTA5 58105,2387,,,408,36,34,5582,58105
ZCTA5 58201,39928,,,18562,173,468,35123,58201
ZCTA5 58202,1737,,,322,18,92,5136,58202
ZCTA5 58203,17094,,,7431,155,326,25772,58203
ZCTA5 58204,2347,,,1131,0,24,32196,58204
ZCTA5 58205,338,,,199,0,18,23232,58205
ZCTA5 58210,335,,,139,4,15,34167,58210
ZCTA5 58212,535,,,183,0,19,30237,58212
ZCTA5 58214,308,,,151,0,10,36591,58214
ZCTA5 58216,156,,,61,0,14,26528,58216
ZCTA5 58218,953,,,341,0,37,43074,58218
ZCTA5 58219,33,,,7,0,0,28571,58219
ZCTA5 58220,2052,,,804,0,39,35913,58220
ZCTA5 58222,304,,,98,0,1,25329,58222
ZCTA5 58223,219,,,117,0,0,36591,58223
ZCTA5 58224,75,,,36,0,0,43015,58224
ZCTA5 58225,924,,,374,0,37,40956,58225
ZCTA5 58227,499,,,307,0,3,36736,58227
ZCTA5 58228,807,,,386,0,18,35139,58228
ZCTA5 58229,112,,,38,0,6,45250,58229
ZCTA5 58230,620,,,276,0,47,35313,58230
ZCTA5 58231,348,,,158,0,11,33194,58231
ZCTA5 58233,228,,,118,0,6,41875,58233
ZCTA5 58235,440,,,125,0,9,41250,58235
ZCTA5 58237,5264,,,1980,0,92,30684,58237
ZCTA5 58238,184,,,64,0,6,41964,58238
ZCTA5 58240,1128,,,415,0,33,34038,58240
ZCTA5 58241,163,,,47,0,0,41118,58241
ZCTA5 58243,619,,,272,0,21,35000,58243
ZCTA5 58244,118,,,62,0,4,42500,58244
ZCTA5 58249,2372,,,1023,0,70,36776,58249
ZCTA5 58250,210,,,67,0,9,30000,58250
ZCTA5 58251,2031,,,852,0,60,37115,58251
ZCTA5 58254,425,,,183,0,8,33125,58254
ZCTA5 58256,871,,,422,0,15,40450,58256
ZCTA5 58257,2081,,,803,4,37,32554,58257
ZCTA5 58258,331,,,146,0,13,46188,58258
ZCTA5 58259,352,,,148,1,20,32008,58259
ZCTA5 58260,183,,,43,0,23,43750,58260
ZCTA5 58261,1281,,,592,2,39,34722,58261
ZCTA5 58262,89,,,16,0,0,18750,58262
ZCTA5 58265,447,,,142,0,2,43929,58265
ZCTA5 58266,167,,,48,0,26,42313,58266
ZCTA5 58267,1348,,,463,0,50,32071,58267
ZCTA5 58269,245,,,83,0,0,38750,58269
ZCTA5 58270,1835,,,694,0,31,31250,58270
ZCTA5 58271,612,,,253,0,18,36563,58271
ZCTA5 58272,255,,,111,0,1,25938,58272
ZCTA5 58273,270,,,72,0,3,27083,58273
ZCTA5 58274,978,,,413,0,50,36513,58274
ZCTA5 58275,745,,,357,0,17,36450,58275
ZCTA5 58276,559,,,234,0,16,32727,58276
ZCTA5 58277,158,,,26,0,12,22308,58277
ZCTA5 58278,1903,,,917,0,58,47286,58278
ZCTA5 58282,1460,,,519,0,38,26379,58282
ZCTA5 58301,10256,,,4267,58,199,31063,58301
ZCTA5 58311,68,,,44,0,2,53667,58311
ZCTA5 58316,6982,,,2003,0,84,26578,58316
ZCTA5 58317,213,,,73,4,0,34063,58317
